id	replyCount	likeCount	publishedAt	authorName	text	authorChannelId	authorChannelUrl	isReply	isReplyTo	isReplyToName
Ugghh1EiR6zud3gCoAEC	0	0	2016-01-13 12:30:31	kathrine dsilva	SEXISM IS TOO MUCH ..TAYLOR SWIFT BEING FEMALE DONE AND ACHIEVED THE SUCESSS AND TODAY A LEGEND ...SHE IS HUMBLE ...SHE BEING BROUGHT UP LIKE THAT GOOD VIRTUES...TAYLOR SWIFT FOREVER	UCjSpVIBM2FZ1jkDd7HGSZ4Q	http://www.youtube.com/channel/UCjSpVIBM2FZ1jkDd7HGSZ4Q	0		
UghSNB4ekrXrvHgCoAEC	2	10	2016-01-11 09:25:05	Aleka K	Gosh, she thinks she writes smart lyrics	UCBA0vZSy9BF369bkTkSUElw	http://www.youtube.com/channel/UCBA0vZSy9BF369bkTkSUElw	0		
UghSNB4ekrXrvHgCoAEC.88rhCffhugM8at9qgVTZsb		1	2018-01-01 18:13:45	roman's empire	Aleka K I could see you do any better hmp	UCQszqy9HPR7Vv3nZNPvA9Uw	http://www.youtube.com/channel/UCQszqy9HPR7Vv3nZNPvA9Uw	1	UghSNB4ekrXrvHgCoAEC	Aleka K
UghSNB4ekrXrvHgCoAEC.88rhCffhugM89z-BI0cTXW		31	2016-02-08 01:56:58	ok hanna	+Aleka K And anyone who actually takes time to listen to her albums would think so as well.	UCbhINJIeWj8MIUO4Q1zTYDg	http://www.youtube.com/channel/UCbhINJIeWj8MIUO4Q1zTYDg	1	UghSNB4ekrXrvHgCoAEC	Aleka K
UggargqRtEpiFngCoAEC	24	647	2016-01-02 10:50:26	SOON YOUWILLDIE	You may dislike her songs, but u can&#39;t deny her lovable personality!	UCccZ4MgcKaPOyIFdJZp388w	http://www.youtube.com/channel/UCccZ4MgcKaPOyIFdJZp388w	0		
UggargqRtEpiFngCoAEC.88Vfoxbs2Rk8mPZDjnEHrP		0	2018-10-15 03:15:45	Sabhyata Singh	Greg Delisle no it’s not	UCl1bE8qxtv_gVNw_VPDuY8Q	http://www.youtube.com/channel/UCl1bE8qxtv_gVNw_VPDuY8Q	1	UggargqRtEpiFngCoAEC	SOON YOUWILLDIE
UggargqRtEpiFngCoAEC.88Vfoxbs2Rk8mPZ2yfFFCN		0	2018-10-15 03:14:17	Sabhyata Singh	You can’t just judge her by listening to her songs....her personality is amazing and for Jason Lee, you need to stop calling her a bitch because she isn’t one. Her personality is still the same she just grew up.	UCl1bE8qxtv_gVNw_VPDuY8Q	http://www.youtube.com/channel/UCl1bE8qxtv_gVNw_VPDuY8Q	1	UggargqRtEpiFngCoAEC	SOON YOUWILLDIE
UggargqRtEpiFngCoAEC.88Vfoxbs2Rk8YW2f8EtB04		0	2017-10-09 19:55:03	Shreyan Wankavala	i agree. Seems too fake. Look at a Kanye interview to see what real is. Check this out https://www.youtube.com/watch?v=lEKf74JxOEE	UCywftYhYzmKdG2Zztxwl2XQ	http://www.youtube.com/channel/UCywftYhYzmKdG2Zztxwl2XQ	1	UggargqRtEpiFngCoAEC	SOON YOUWILLDIE
UggargqRtEpiFngCoAEC.88Vfoxbs2Rk8XWgNu52T5o		0	2017-09-15 05:19:26	she wolf	SOON YOUWILLDIE its phoney	UCvoVlf_APyW2eqCDKP2GkCw	http://www.youtube.com/channel/UCvoVlf_APyW2eqCDKP2GkCw	1	UggargqRtEpiFngCoAEC	SOON YOUWILLDIE
UggargqRtEpiFngCoAEC.88Vfoxbs2Rk8X-LbksN-ch		0	2017-09-02 06:34:17	•red velvet•	Grégory Delisle no yours is shit	UCUR80mw1jv-AfPIkYRVxuDQ	http://www.youtube.com/channel/UCUR80mw1jv-AfPIkYRVxuDQ	1	UggargqRtEpiFngCoAEC	SOON YOUWILLDIE
UggargqRtEpiFngCoAEC.88Vfoxbs2Rk8WxTujZfDLA		11	2017-09-01 03:49:03	Muse Russell23	Grégory Delisle she is constantly flaunting her wealth, narcissism and superficiality	UCeck84wODF-NvYtMYGmo_Ag	http://www.youtube.com/channel/UCeck84wODF-NvYtMYGmo_Ag	1	UggargqRtEpiFngCoAEC	SOON YOUWILLDIE
UggargqRtEpiFngCoAEC.88Vfoxbs2Rk8WxTWy9Baj6		7	2017-09-01 03:45:41	Greg Delisle	Her personality is shit	UCzVfEoU9psMVrPib7EM0hlw	http://www.youtube.com/channel/UCzVfEoU9psMVrPib7EM0hlw	1	UggargqRtEpiFngCoAEC	SOON YOUWILLDIE
UggargqRtEpiFngCoAEC.88Vfoxbs2Rk8WkOPWVc7MK		2	2017-08-27 01:50:50	The Geekgirl	SOON YOUWILLDIE i love her songs they are very beautiful i hate her personality, i dislike her herself not her music	UCCMpUQ6MzIEaGFTy_DmE_dg	http://www.youtube.com/channel/UCCMpUQ6MzIEaGFTy_DmE_dg	1	UggargqRtEpiFngCoAEC	SOON YOUWILLDIE
UggargqRtEpiFngCoAEC.88Vfoxbs2Rk8WQmHzMorSK		1	2017-08-19 01:44:13	Muse Russell23	SOON YOUWILLDIE I can	UCeck84wODF-NvYtMYGmo_Ag	http://www.youtube.com/channel/UCeck84wODF-NvYtMYGmo_Ag	1	UggargqRtEpiFngCoAEC	SOON YOUWILLDIE
UggargqRtEpiFngCoAEC.88Vfoxbs2Rk8VB-ASmg9e3		1	2017-07-19 02:06:17	Robbie Phillips	SOON YOUWILLDIE I just did deny her bitchy personality	UCjQ4vwWxDZtxl-3jsSVyRnw	http://www.youtube.com/channel/UCjQ4vwWxDZtxl-3jsSVyRnw	1	UggargqRtEpiFngCoAEC	SOON YOUWILLDIE
UggargqRtEpiFngCoAEC.88Vfoxbs2Rk8KcPfcKwEnp		2	2016-10-29 17:11:15	n i c o l e	I meant might*, not must	UC39st2JzF0noFCvzJm_7LVA	http://www.youtube.com/channel/UC39st2JzF0noFCvzJm_7LVA	1	UggargqRtEpiFngCoAEC	SOON YOUWILLDIE
UggargqRtEpiFngCoAEC.88Vfoxbs2Rk8KcP_S9hYs5		9	2016-10-29 17:10:25	n i c o l e	^haha dude you just said she must be self-centered behind the scenes. But if she really is, she wont bother give her fan money and make sure the fan will be home safely.	UC39st2JzF0noFCvzJm_7LVA	http://www.youtube.com/channel/UC39st2JzF0noFCvzJm_7LVA	1	UggargqRtEpiFngCoAEC	SOON YOUWILLDIE
UggargqRtEpiFngCoAEC.88Vfoxbs2Rk8KcK1lGicdF		1	2016-10-29 16:21:59	just watching	fans you say? gee I wonder why she would be nice to people who make her famous.....?!	UCw_qHyvasxGrnnYltJMmmZg	http://www.youtube.com/channel/UCw_qHyvasxGrnnYltJMmmZg	1	UggargqRtEpiFngCoAEC	SOON YOUWILLDIE
UggargqRtEpiFngCoAEC.88Vfoxbs2Rk8KEGJ3ESpvG		4	2016-10-19 22:48:23	n i c o l e	yes. She even helped one of her fans to be at home safely after her concert because she noticed that the fan has no money and it was late that time. (The fan posted it at tumblr so yep)	UC39st2JzF0noFCvzJm_7LVA	http://www.youtube.com/channel/UC39st2JzF0noFCvzJm_7LVA	1	UggargqRtEpiFngCoAEC	SOON YOUWILLDIE
UggargqRtEpiFngCoAEC.88Vfoxbs2Rk8K4sZuwzpD4		4	2016-10-16 07:19:04	just watching	exactly, anyone can put on an image of what they wanna look like in front of camera, behind the scenes they might be just as self centred or pompous IRL	UCw_qHyvasxGrnnYltJMmmZg	http://www.youtube.com/channel/UCw_qHyvasxGrnnYltJMmmZg	1	UggargqRtEpiFngCoAEC	SOON YOUWILLDIE
UggargqRtEpiFngCoAEC.88Vfoxbs2Rk8K4VfzQnj8G		3	2016-10-16 03:50:19	Evening Dim	I'm really more concerned about her personality behind the scenes.	UCRcR8nLLjm7W6-ZsNBjtMKg	http://www.youtube.com/channel/UCRcR8nLLjm7W6-ZsNBjtMKg	1	UggargqRtEpiFngCoAEC	SOON YOUWILLDIE
UggargqRtEpiFngCoAEC.88Vfoxbs2Rk8JmUvYFsNKn		1	2016-10-08 18:38:08	Phillip Beckman	Very good point. Great post	UCIAqEznHRJsbu3H2EM7nmgA	http://www.youtube.com/channel/UCIAqEznHRJsbu3H2EM7nmgA	1	UggargqRtEpiFngCoAEC	SOON YOUWILLDIE
UggargqRtEpiFngCoAEC.88Vfoxbs2Rk8HH8K374pud		9	2016-08-07 12:02:09	Barrack Dovahkhiin	on camera you fake your personality	UCC0FRz2yo-QCVwHIwZL_Yog	http://www.youtube.com/channel/UCC0FRz2yo-QCVwHIwZL_Yog	1	UggargqRtEpiFngCoAEC	SOON YOUWILLDIE
UggargqRtEpiFngCoAEC.88Vfoxbs2Rk8H3j3lXVYPZ		2	2016-08-02 07:02:37	naga perak	that's right	UCpBPClLh4ttWag6iqzS_aiw	http://www.youtube.com/channel/UCpBPClLh4ttWag6iqzS_aiw	1	UggargqRtEpiFngCoAEC	SOON YOUWILLDIE
UggargqRtEpiFngCoAEC.88Vfoxbs2Rk8GmaSTs7Afc		2	2016-07-26 06:01:01	Iza Alves	+Jason Lee i dont really think she changed, dude what her interviews	UCjZDxTzzYABJgBPTCJ3HDwA	http://www.youtube.com/channel/UCjZDxTzzYABJgBPTCJ3HDwA	1	UggargqRtEpiFngCoAEC	SOON YOUWILLDIE
UggargqRtEpiFngCoAEC.88Vfoxbs2Rk8GczvdJiZ6Y		12	2016-07-22 12:31:11	Jason Lee	her great personality disappeared a long time ago. now all I see in her is a greedy and pretentious bitch.	UCeu-BQMEFkYXdiSs_XkV4Fg	http://www.youtube.com/channel/UCeu-BQMEFkYXdiSs_XkV4Fg	1	UggargqRtEpiFngCoAEC	SOON YOUWILLDIE
UggargqRtEpiFngCoAEC.88Vfoxbs2Rk8D-ddOa9PRk		17	2016-04-23 06:52:39	Kassy	+SOON YOUWILLDIE it's literally the opposite for me	UCRS2DEoX5R01insoiC6FQOQ	http://www.youtube.com/channel/UCRS2DEoX5R01insoiC6FQOQ	1	UggargqRtEpiFngCoAEC	SOON YOUWILLDIE
UggargqRtEpiFngCoAEC.88Vfoxbs2Rk8AvZ2v4JWI1		3	2016-03-02 14:24:51	لينا	true and that's why I love her	UCLh55g1FBRWjjH31nWi75bw	http://www.youtube.com/channel/UCLh55g1FBRWjjH31nWi75bw	1	UggargqRtEpiFngCoAEC	SOON YOUWILLDIE
UggargqRtEpiFngCoAEC.88Vfoxbs2Rk8917niGLN1Z		1	2016-01-15 10:38:36	Denzel Porte	Hmmm	UCPPAOCoJIYETLCPNZ0A2EKw	http://www.youtube.com/channel/UCPPAOCoJIYETLCPNZ0A2EKw	1	UggargqRtEpiFngCoAEC	SOON YOUWILLDIE
UgjpxikIrIkZ03gCoAEC	0	0	2016-01-02 06:46:13	xolove kpopkdrama	A kind hearted girl like Taylor swift. How can anyone dislike her? I love you so much :&gt;	UC06PDL3ytU8g5slHVm_CGtQ	http://www.youtube.com/channel/UC06PDL3ytU8g5slHVm_CGtQ	0		
UggzqWk_SyKln3gCoAEC	0	0	2016-01-02 00:13:01	George Price	She is sooooooo clever with her lyrics	UCPHy8Od5kIxVRStG_ZiFhkQ	http://www.youtube.com/channel/UCPHy8Od5kIxVRStG_ZiFhkQ	0		
Ugio2YKk2EMAfngCoAEC	6	10	2015-12-30 04:00:07	HeathCliff	She&#39;s so boring. Zero charm. I will never understand it.. I think someone put it best by dubbing her &quot;Queen of the Basics&quot;.	UCku_hD_q23KE3Edjuq7I5dw	http://www.youtube.com/channel/UCku_hD_q23KE3Edjuq7I5dw	0		
Ugio2YKk2EMAfngCoAEC.88NDU6K6BUK8lahTYnY6lt		0	2018-09-24 23:56:03	rosana conta3	+HeathCliff Max Martin	UCeFvzsMkKBNxjI7WCG5DhSg	http://www.youtube.com/channel/UCeFvzsMkKBNxjI7WCG5DhSg	1	Ugio2YKk2EMAfngCoAEC	HeathCliff
Ugio2YKk2EMAfngCoAEC.88NDU6K6BUK8iEvQt5eNa1		0	2018-07-03 14:01:18	Cyril TV	she is fake	UCetcc46YvfrHhnE124UQqwg	http://www.youtube.com/channel/UCetcc46YvfrHhnE124UQqwg	1	Ugio2YKk2EMAfngCoAEC	HeathCliff
Ugio2YKk2EMAfngCoAEC.88NDU6K6BUK8atA0pPeIXb		0	2018-01-01 18:15:16	roman's empire	HeathCliff how bout you be king/Queen of basicbitches	UCQszqy9HPR7Vv3nZNPvA9Uw	http://www.youtube.com/channel/UCQszqy9HPR7Vv3nZNPvA9Uw	1	Ugio2YKk2EMAfngCoAEC	HeathCliff
Ugio2YKk2EMAfngCoAEC.88NDU6K6BUK8CRcMnIuJRj		4	2016-04-09 07:08:51	zack williams	+ok hanna Or maybe she sounds wise to people who understand little	UCkGl4pSVLJ9sBQTgvSGrSrQ	http://www.youtube.com/channel/UCkGl4pSVLJ9sBQTgvSGrSrQ	1	Ugio2YKk2EMAfngCoAEC	HeathCliff
Ugio2YKk2EMAfngCoAEC.88NDU6K6BUK8A-JVCfghJX		4	2016-02-08 14:13:42	HeathCliff	+ok hanna Or boring to people who know what REAL wisdom looks and sounds like.	UCku_hD_q23KE3Edjuq7I5dw	http://www.youtube.com/channel/UCku_hD_q23KE3Edjuq7I5dw	1	Ugio2YKk2EMAfngCoAEC	HeathCliff
Ugio2YKk2EMAfngCoAEC.88NDU6K6BUK89z-4fah0JP		11	2016-02-08 01:56:05	ok hanna	+HeathCliff She's only boring to the people who cannot understand how wise what she says is.	UCbhINJIeWj8MIUO4Q1zTYDg	http://www.youtube.com/channel/UCbhINJIeWj8MIUO4Q1zTYDg	1	Ugio2YKk2EMAfngCoAEC	HeathCliff
UghSl0Xj264aQHgCoAEC	0	0	2015-12-19 18:37:50	Neil Matthew Palapala	She&#39;s just beautiful!	UCHyNEMIYXpmhKBXol1xuYTw	http://www.youtube.com/channel/UCHyNEMIYXpmhKBXol1xuYTw	0		
UghFu4s6C-8zYXgCoAEC	0	7	2015-12-16 23:10:34	ziba	that she invites fans in her house is really cool. i like that she is down to earth.	UCMHcY3b4pvqlnlYaoYDv2Fg	http://www.youtube.com/channel/UCMHcY3b4pvqlnlYaoYDv2Fg	0		
Ugj6moSxiUdITXgCoAEC	0	0	2015-12-05 15:41:35	Yara Saleem	I JUST SAW THIS WHAT	UCmR5pag8CmeQ2LTqpqQvmQw	http://www.youtube.com/channel/UCmR5pag8CmeQ2LTqpqQvmQw	0		
Ugjk-nj8L-zq-3gCoAEC	1	1	2015-11-26 12:35:11	1ranjeeves21	&quot;In the digital age, artist can&#39;t make money selling records&quot; Really? Adele&#39;s 21 sold well over 30 million...	UCdokPuHE9rbBTkD22GhYYAA	http://www.youtube.com/channel/UCdokPuHE9rbBTkD22GhYYAA	0		
Ugjk-nj8L-zq-3gCoAEC.870aOo0WhqO89z-0a5tlM-		8	2016-02-08 01:55:31	ok hanna	+1ranjeeves21 Honestly, I feel like today only Adele and Taylor Swift can be able to pull off selling so many records.	UCbhINJIeWj8MIUO4Q1zTYDg	http://www.youtube.com/channel/UCbhINJIeWj8MIUO4Q1zTYDg	1	Ugjk-nj8L-zq-3gCoAEC	1ranjeeves21
Ugg9otxXzHIZungCoAEC	0	2	2015-11-24 21:33:40	Steve Anthony	At least she has some talent unlike the Kardashians	UCsWehQaxJNvI-obf0NDvjoQ	http://www.youtube.com/channel/UCsWehQaxJNvI-obf0NDvjoQ	0		
UggpoONBz3F3pngCoAEC	0	1	2015-11-23 18:28:25	Honesty Fenix	Sweety YOU NEED A GOOD VACATION in a remote island at least once a year to<br />keep your sanity in your situation. Or your EGO will swallow you and you&#39;ll end<br />up like poor Elvis Presley and others.	UCRQKs7mfrIBCr-YHvMHnELw	http://www.youtube.com/channel/UCRQKs7mfrIBCr-YHvMHnELw	0		
UgiPgQMhD2ChQ3gCoAEC	0	1	2015-11-23 09:43:02	Татьяна	The interview is the saddest thing. She really has forgotten who she once was and has just tossed it aside :(	UCrZn4SkmPydVFA40ZQ2SNNA	http://www.youtube.com/channel/UCrZn4SkmPydVFA40ZQ2SNNA	0		
UgjVlHf1ybvEPngCoAEC	0	0	2015-11-22 14:53:47	Waves In motion	i want taylor swift to buy me a horse	UCux5bTB-mgSXBv6zt9V6yrg	http://www.youtube.com/channel/UCux5bTB-mgSXBv6zt9V6yrg	0		
UgjerbEdiHTwyngCoAEC	0	0	2015-11-18 02:46:45	mrs alexandsierrafan	Gosh I just love Taylor like I&#39;m really considering that when I have kids and I have a girl I&#39;ll name her after Taylor swift! Lol maybe we will see of course because my husband needs to agree on the name, first things first I need a husband or at least a boy friend! But I plan on waiting to have kids till I have a husband!	UCkOVYXAKRtPQTwYCZK-4Z4A	http://www.youtube.com/channel/UCkOVYXAKRtPQTwYCZK-4Z4A	0		
UgimKtwL8rbwq3gCoAEC	0	0	2015-11-14 13:33:52	Uchiha Yayan	A wonderful singer	UCVLpUbUhC73pRkzUjqnoJjw	http://www.youtube.com/channel/UCVLpUbUhC73pRkzUjqnoJjw	0		
UgjZfdl490SHBHgCoAEC	0	0	2015-11-13 22:44:00	Dua Fatima	i am crying right now	UCTLT608X8-7UIeLIShsFqnA	http://www.youtube.com/channel/UCTLT608X8-7UIeLIShsFqnA	0		
UgjovkUG_4iKLXgCoAEC	0	0	2015-11-13 03:01:13	Ethan Gregg	Cunt lick bitch	UCDIcVKuK_DdVnQxHI-2mz2Q	http://www.youtube.com/channel/UCDIcVKuK_DdVnQxHI-2mz2Q	0		
UggJXUftQriY7ngCoAEC	0	1	2015-11-12 18:51:13	Julie Lemoine	she seems nice but she is not cute at all.sorry fans	UCzcdIMHDEugxUFkQChIyUtQ	http://www.youtube.com/channel/UCzcdIMHDEugxUFkQChIyUtQ	0		
UgiA6SB9rx4jSngCoAEC	0	0	2015-11-08 21:15:15	FalkonX3000	Is Barbra tried to stare into my soul?	UCcaHdT_7EfCihArTMREi1jA	http://www.youtube.com/channel/UCcaHdT_7EfCihArTMREi1jA	0		
UghurhTy2OCn8HgCoAEC	0	0	2015-11-08 13:51:05	Revero Channel	Taylor swift love you so so so much even know i am a kid my name is aundrea you are so Beautiful taylor I just love you so so so so much again. you are so Brave 😄😘😀	UCcQLmXsXre1pwr4SsqFB7_w	http://www.youtube.com/channel/UCcQLmXsXre1pwr4SsqFB7_w	0		
UgiCkKmVDErC2ngCoAEC	0	0	2015-11-07 22:33:45	viktor surzhik	ваще красавица00	UCbDyU4KCLVWEhueG1Lak32w	http://www.youtube.com/channel/UCbDyU4KCLVWEhueG1Lak32w	0		
UghXqxzE3-X1lXgCoAEC	0	0	2015-11-06 06:36:06	Jason Smith	Hear that NSA? - Taylor Swift &#39;global domination&#39;! - better than your Gestapo sht.  NSA personnel liver under rocks...Taylor Swift will make a fine U.S. President:  &#39;I&#39;m not worried about that&#39; (whether her country music fans will be lost) - of course you&#39;re concerned; what you should have said is: &#39;this is the music that makes me happy, so, that&#39;s what I&#39;ll do.&#39; - let&#39;s try to be honest here....&#39;We&#39;re just sailing our warships in the South China Sea to protect &#39;freedom of navigation&#39;&#39;....sure.	UCq6yLidWn5EFFVk-8ts4fIQ	http://www.youtube.com/channel/UCq6yLidWn5EFFVk-8ts4fIQ	0		
UggCKkcHoV9Z-HgCoAEC	0	1	2015-11-05 20:51:06	Mika- stef.	Taylor Swift you are my life you are so cutie,sweet,funny,friendly,preety just a beautiful girl I love you so so mach you are the best °_^^_^=]&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;33333	UCdbsu9m-ehO242EGIm-iCag	http://www.youtube.com/channel/UCdbsu9m-ehO242EGIm-iCag	0		
Ugg6QG9bun4VoXgCoAEC	0	0	2015-11-04 08:03:16	Aoife Hynes	I love T.S	UCHmt87S2YxZuVYIMVQRsqEQ	http://www.youtube.com/channel/UCHmt87S2YxZuVYIMVQRsqEQ	0		
UgjJBpN17zaWxngCoAEC	0	3	2015-11-03 01:02:20	SolidCopy1	She&#39;s an amazing young lady.	UC52-2CGJcvnXEvaA39AB7KA	http://www.youtube.com/channel/UC52-2CGJcvnXEvaA39AB7KA	0		
Ugid3tRRwbXB6HgCoAEC	0	0	2015-11-02 04:29:44	Buried With You	I love taylor swift but i cant get into her new music at all	UCsCbmZ0YF-K2eGuTYi1X--Q	http://www.youtube.com/channel/UCsCbmZ0YF-K2eGuTYi1X--Q	0		
UgipssrTLdU3CXgCoAEC	1	1	2015-11-01 20:48:32	John Stamos	I HATE this bitch so much.	UCLGlax-KkSOc832gKX1KqHA	http://www.youtube.com/channel/UCLGlax-KkSOc832gKX1KqHA	0		
UgipssrTLdU3CXgCoAEC.8615zMcYj4G7-MbEFdwAF5		5	2015-11-04 00:53:56	Maya W 24	I love her	UCQtA2ZdegVB8jKTWvFdLmNQ	http://www.youtube.com/channel/UCQtA2ZdegVB8jKTWvFdLmNQ	1	UgipssrTLdU3CXgCoAEC	John Stamos
UghqhNUavknRqXgCoAEC	0	0	2015-11-01 19:48:13	Cthis	Those legs...even Barbara got a boner!	UCs076yxzxMQoFER3JimpFSA	http://www.youtube.com/channel/UCs076yxzxMQoFER3JimpFSA	0		
Uggy3mCwdTIMj3gCoAEC	0	0	2015-10-30 02:54:02	kieran fong	I dont think people hate on her for writing songs about her exes cuz she&#39;s a woman but rather cuz she&#39;s a really big and well-known singer/songwriter	UC1Ql8nGjlcbzi8vmU8Ie41A	http://www.youtube.com/channel/UC1Ql8nGjlcbzi8vmU8Ie41A	0		
UghFiSw72W4k43gCoAEC	0	0	2015-10-29 05:20:20	Melanie	My friends are seeing her live in Florida on the 31st for 1989, and i&#39;m so jealous.	UCX-UYKBIx8FzWZwFwEijTFw	http://www.youtube.com/channel/UCX-UYKBIx8FzWZwFwEijTFw	0		
UgjhVSE1eQVIxXgCoAEC	0	0	2015-10-28 03:31:13	Juan ASMR	I love Taylor swift❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️so much😀😀😀😀😀😀😀😀😀😀😀 if I met her I would 😭😭😭😭😭😭	UCCqw_gnVk8dXsEBOf3Ln7sA	http://www.youtube.com/channel/UCCqw_gnVk8dXsEBOf3Ln7sA	0		
UggwW5Y-8eDFFHgCoAEC	0	0	2015-10-27 19:05:31	shelby garrott	love tay tay	UCL8SFibJAAdPHKQuhkmw1Xg	http://www.youtube.com/channel/UCL8SFibJAAdPHKQuhkmw1Xg	0		
UgjKeIZUy01tangCoAEC	0	1	2015-10-25 18:17:46	Shinro T	she looks amazingly cute here.	UCubQ7pRzPk5vu73SmLzZmbg	http://www.youtube.com/channel/UCubQ7pRzPk5vu73SmLzZmbg	0		
Ugj7anP0y3bey3gCoAEC	0	1	2015-10-25 04:44:49	Gem Jen	Taylor Swift es bonita y Linda. ella es mi artista favorita porque ella es carinosa, simpática, y trabajadora buena. Ella siempre preocupa para sus fanáticos. Yo deseo Taylor swift ♥ ♥	UCtMvXPkmYZ8R9hDCf-UwsDg	http://www.youtube.com/channel/UCtMvXPkmYZ8R9hDCf-UwsDg	0		
UgiIdawiN4lfMngCoAEC	0	0	2015-10-23 17:07:20	xflashinglightsx	I started crying because I&#39;m just so proud of her	UC9aMLqX6gV_dBHv8u09MvOA	http://www.youtube.com/channel/UC9aMLqX6gV_dBHv8u09MvOA	0		
UghmGLZpdvIolngCoAEC	0	0	2015-10-22 06:16:20	Boubakar	IMO, the thing she said about a woman writing her feelings being oversharing isn&#39;t completely true. These days especially, people can write and sing about what they want, male or female. Oversharing is when you make around half a dozen albums in which most of the songs are about something.	UCJjUCB-cYJmIWmlRc0hBDcA	http://www.youtube.com/channel/UCJjUCB-cYJmIWmlRc0hBDcA	0		
UgjfUq_IFMO8o3gCoAEC	18	307	2015-10-20 14:36:09	Robert Staples	How can anybody dislike this girl?	UCKsXaNVtacumcytTHF5enLw	http://www.youtube.com/channel/UCKsXaNVtacumcytTHF5enLw	0		
UgjfUq_IFMO8o3gCoAEC.85XXpQlbln38X5Wo0BdkAn		0	2017-09-04 16:07:31	Mike	Robert Staples because she can sing duh she can make Catchy hits tell her to sing a Whitney Houston song I'll wait.....	UCB3o9VWZxqTV6PwOFB3u7Kw	http://www.youtube.com/channel/UCB3o9VWZxqTV6PwOFB3u7Kw	1	UgjfUq_IFMO8o3gCoAEC	Robert Staples
UgjfUq_IFMO8o3gCoAEC.85XXpQlbln38WyV02HwIlh		1	2017-09-01 13:17:54	Lisa Khan	Grégory Delisle wow, I want her make logo about being "fake" "playing victim" "bitch". It's funny 😹. She sell the snake. The golden ring is kinda cool tbh 😂😂😂	UCVKgfmzJcak0-0nCYDb-dHw	http://www.youtube.com/channel/UCVKgfmzJcak0-0nCYDb-dHw	1	UgjfUq_IFMO8o3gCoAEC	Robert Staples
UgjfUq_IFMO8o3gCoAEC.85XXpQlbln38Wy1dJKpZZQ		0	2017-09-01 09:01:15	Cringefest101	Grégory Delisle you could list more if you have the list lmao and don't say bitch again	UCAnW2qawNZVKtpYuyRtfMMw	http://www.youtube.com/channel/UCAnW2qawNZVKtpYuyRtfMMw	1	UgjfUq_IFMO8o3gCoAEC	Robert Staples
UgjfUq_IFMO8o3gCoAEC.85XXpQlbln38WxTerspYVD		0	2017-09-01 03:46:53	Greg Delisle	Because she's fake, selfish, always play the victim, is a bitch, the list goes on and on	UCzVfEoU9psMVrPib7EM0hlw	http://www.youtube.com/channel/UCzVfEoU9psMVrPib7EM0hlw	1	UgjfUq_IFMO8o3gCoAEC	Robert Staples
UgjfUq_IFMO8o3gCoAEC.85XXpQlbln38SGneJq-4W4		9	2017-05-07 18:38:09	Shreddha Raj	You guys are hating on her for no reason. if you don't like her why are you even watching it?	UCfFVSX3ovvovZS3dPGKvaBg	http://www.youtube.com/channel/UCfFVSX3ovvovZS3dPGKvaBg	1	UgjfUq_IFMO8o3gCoAEC	Robert Staples
UgjfUq_IFMO8o3gCoAEC.85XXpQlbln38Pzk_FS79YB		16	2017-03-12 01:22:08	Ikhram Aiman	I'm sure you're not listening to her music. lol. And her music is about love.. Is it wrong to share her feeling in the music.. the lyrics are beautiful.	UCgJhR2N3oVGUDQPysLhk_qg	http://www.youtube.com/channel/UCgJhR2N3oVGUDQPysLhk_qg	1	UgjfUq_IFMO8o3gCoAEC	Robert Staples
UgjfUq_IFMO8o3gCoAEC.85XXpQlbln38Plu2lNgAlN		6	2017-03-06 16:15:34	E.G. gordon	1 her music is terrible 2 super flakey 3 generic. 4 sugar coats everything 5 does not push the envelope. 6 every song is about why her ex sucks	UCfHwI4ATFfXE3Vcn9vY7p_g	http://www.youtube.com/channel/UCfHwI4ATFfXE3Vcn9vY7p_g	1	UgjfUq_IFMO8o3gCoAEC	Robert Staples
UgjfUq_IFMO8o3gCoAEC.85XXpQlbln38KEGwcwmMNw		2	2016-10-19 22:53:55	n i c o l e	Maybe because they just know all Taylor's mistakes	UC39st2JzF0noFCvzJm_7LVA	http://www.youtube.com/channel/UC39st2JzF0noFCvzJm_7LVA	1	UgjfUq_IFMO8o3gCoAEC	Robert Staples
UgjfUq_IFMO8o3gCoAEC.85XXpQlbln38FXB5oiq8Vg		5	2016-06-25 00:31:29	Devin Dittebrand	She's the most beautiful girl in the entire world	UCFrG078-m6vwmRXcz2fpcaw	http://www.youtube.com/channel/UCFrG078-m6vwmRXcz2fpcaw	1	UgjfUq_IFMO8o3gCoAEC	Robert Staples
UgjfUq_IFMO8o3gCoAEC.85XXpQlbln38DVuTJV5OmT		2	2016-05-05 19:35:23	Rose Chen	I don't, she's amazing	UCF5i-STA4qVWa5UNq4UvIyQ	http://www.youtube.com/channel/UCF5i-STA4qVWa5UNq4UvIyQ	1	UgjfUq_IFMO8o3gCoAEC	Robert Staples
UgjfUq_IFMO8o3gCoAEC.85XXpQlbln38BLwF1baDmU		0	2016-03-13 05:35:43	Chance Meeks	+Chance Meeks I meant bitch	UCXBrxtuc2xskeUYOyD1b7mg	http://www.youtube.com/channel/UCXBrxtuc2xskeUYOyD1b7mg	1	UgjfUq_IFMO8o3gCoAEC	Robert Staples
